sample_id,source_model,category,gold_positive,pred_positive,gold_span_count,pred_span_count,n_tokens,max_prob,mean_prob
case_82b2a2de89500fce,Llama-2-7b-chat-hf,TN,False,False,0,0,91,0.01879255287349224,0.0050833679225224145
case_daa0505ea47c6c43,Llama-3.1-8B-Instruct,TN,False,False,0,0,28,0.010963325388729572,0.00538740969828463
case_02e2883caf9ef2b6,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,43,0.006357088685035706,0.003362170187756419
case_223e10ee91dbc362,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,29,0.0033754799515008926,0.0018981583095316228
case_b1a9c658995beb5f,Llama-2-7b-chat-hf,TP,True,True,1,6,106,0.914756715297699,0.5339330935253287
case_57bdeabed41cf04a,Llama-3.1-8B-Instruct,TN,False,False,0,0,36,0.006929457653313875,0.001980883762169267
case_6f21481ec45528a3,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,91,0.0022559629287570715,0.0007260811360358455
case_43ae4241f12e7148,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,56,0.00042456717346794903,0.00022231033718916087
case_3c681476659b095a,Llama-2-7b-chat-hf,TN,False,False,0,0,69,0.14417995512485504,0.010767846791735054
case_06a7e24593b21391,Llama-3.1-8B-Instruct,TN,False,False,0,0,19,0.05674704536795616,0.012033062594893732
case_579e3f6133d8855b,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,22,0.013402391225099564,0.003525330521039326
case_c8c1413852347e44,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,25,0.09808363020420074,0.029130801409482956
case_a2b1bf4eae521ab2,Llama-2-7b-chat-hf,TP,True,True,1,1,40,0.39452457427978516,0.06520020690513775
case_0992587b54dbf29c,Llama-3.1-8B-Instruct,TN,False,False,0,0,32,0.0004987583379261196,0.0002367217389291909
case_3eeced389354ce9b,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,21,0.00031078970641829073,0.00022538171088810834
case_92471ee5f33edd6a,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,43,0.00022947585966903716,0.00016618343604847703
case_2b4910a07d9b1d17,Llama-2-7b-chat-hf,TP,True,True,1,1,76,0.8419411182403564,0.1696969729261917
case_3685cc2787cbb8c8,Llama-3.1-8B-Instruct,TN,False,False,0,0,51,0.006187862250953913,0.000850936867423383
case_be5e718db0be285b,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,103,0.8633788824081421,0.10337009972037106
case_8394d2af19c6a5f0,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,69,0.0057238307781517506,0.0006945484030069749
case_6646312f38bed639,Llama-2-7b-chat-hf,TP,True,True,2,1,111,0.9992783665657043,0.7615234397083253
case_b0774bc6bdec4c36,Llama-3.1-8B-Instruct,TN,False,False,0,0,72,0.0007430284167639911,0.00020068471753297167
case_dd87fc911ea8edc6,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,85,0.05948742479085922,0.012334217109224376
case_57c8f7ba5f81ec6f,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,88,0.04228292033076286,0.0030875812039580937
case_89de9c256e80bdd9,Llama-2-7b-chat-hf,FN,True,False,1,0,111,0.0007623698911629617,0.00025222996427564303
case_a8e2655b581dffe6,Llama-3.1-8B-Instruct,FN,True,False,1,0,111,0.1315266489982605,0.009585490785743663
case_bc0c5fe0399e7b69,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,39,0.0002206551725976169,0.00015103433356554701
case_e4c1c95549dd9171,Mistral-7B-Instruct-v0.3,TP,True,True,3,7,75,0.9949049949645996,0.3484292351702849
case_05f8a1b3d5033eca,Llama-2-7b-chat-hf,TN,False,False,0,0,111,0.001153508317656815,0.00022381291467002133
case_4559f68e7be732f0,Llama-3.1-8B-Instruct,TN,False,False,0,0,88,0.004229319281876087,0.0006071712862401248
case_ee78cb371fd85f20,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,52,0.0002190314990002662,0.0001375509317977748
case_e118628e401f3f31,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,64,0.0004583090194500983,0.00020800112804408855
case_f10cfc8647e97623,Llama-2-7b-chat-hf,TP,True,True,1,1,184,0.9939084053039551,0.20663553327840814
case_7f9d9ab5b98de337,Llama-3.1-8B-Instruct,TN,False,False,0,0,46,0.00211603962816298,0.0012186286836842319
case_48a9f1e5e9a9b01d,Mistral-7B-Instruct-v0.1,FP,False,True,0,5,114,0.9584159255027771,0.30518765138102727
case_6ad6e584dac80c33,Mistral-7B-Instruct-v0.3,TP,True,True,1,1,109,0.9262016415596008,0.3084141293502148
case_b0d357efdd71df21,Llama-2-7b-chat-hf,TP,True,True,1,6,170,0.46933114528656006,0.0663684850464479
case_d9d8e62579609045,Llama-3.1-8B-Instruct,TN,False,False,0,0,41,0.00027157142176292837,0.00017303366621490568
case_5300a620b7a36f32,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,37,0.03907270357012749,0.008248577673716558
case_e60ec22ad82b23dc,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,82,0.006317794788628817,0.0011339359647003797
case_b11a60de5c943422,Llama-2-7b-chat-hf,TN,False,False,0,0,25,0.0028737657703459263,0.0015794458519667388
case_5b7d194c363dde0b,Llama-3.1-8B-Instruct,TN,False,False,0,0,17,0.0023011115845292807,0.0012062701930785004
case_6a199a95120ef708,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,17,0.0031426611822098494,0.0016917622038711082
case_4262eaa30cd829d7,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,17,0.0028166223783046007,0.0012851872597821057
case_104cd05594c8d603,Llama-2-7b-chat-hf,FN,True,False,1,0,42,0.12271872907876968,0.03623030436713071
case_1d4cdf5a9b283f51,Llama-3.1-8B-Instruct,TN,False,False,0,0,23,0.0038114076014608145,0.001042648121137577
case_57ccd7eb2dd8a4f8,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,16,0.0009987445082515478,0.0005865311923116678
case_f983dda6ee6c47c2,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,56,0.011404240503907204,0.0012837076848362422
case_08ccecfcc43e20bc,Llama-2-7b-chat-hf,FN,True,False,1,0,111,0.11780604720115662,0.017106328196278227
case_b532469e6ad3c9cd,Llama-3.1-8B-Instruct,FP,False,True,0,1,65,0.8699690699577332,0.1684054968932357
case_84ea0d55f3cf1454,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,82,0.9288855195045471,0.2550629716957124
case_ec12c3b4bdfc5f17,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,48,0.007174802478402853,0.0027342169147838527
case_a22034a7622bfd69,Llama-2-7b-chat-hf,TP,True,True,1,3,120,0.969181478023529,0.323072397224314
case_e909effe0246d365,Llama-3.1-8B-Instruct,FP,False,True,0,2,78,0.4235156178474426,0.0642953243883452
case_7aca6c23a4c95f8e,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,48,0.009304574690759182,0.0020453284923860338
case_fb2c3d8728adef21,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,90,0.0005188561044633389,0.00020763196783567158
case_389fd71c4e2079c1,Llama-2-7b-chat-hf,TN,False,False,0,0,63,0.04317247495055199,0.003958315413910896
case_d744878b743a8a8b,Llama-3.1-8B-Instruct,TN,False,False,0,0,18,0.0018136133439838886,0.0006563578159936393
case_3b1b35e5c081f5c0,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,23,0.0038397156167775393,0.0009948500816750786
case_47382005ecdce8f9,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,22,0.0013603033730760217,0.0005957986749391156
case_6b761ef3ec1d36b1,Llama-2-7b-chat-hf,FP,False,True,0,1,68,0.995407223701477,0.27635154143610957
case_dfa32a135fe9227c,Llama-3.1-8B-Instruct,TN,False,False,0,0,22,0.2745269536972046,0.08025633950125087
case_33267fb1d80211af,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,18,0.00036474267835728824,0.00023057917577615526
case_ace14bdd6b135ee2,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,100,0.04518992081284523,0.001963191421527881
case_7698599d8552a2a5,Llama-2-7b-chat-hf,FP,False,True,0,2,92,0.6137126088142395,0.05566782758314335
case_5f675b9aab9f3b42,Llama-3.1-8B-Instruct,TN,False,False,0,0,45,0.04604897275567055,0.010955691058188676
case_e32a3936f2f3c04a,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,18,0.008784745819866657,0.004235435594131963
case_33626c1c4bff1780,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,28,0.00815219059586525,0.004439927063815828
case_457a5ebaf67ac5a2,Llama-2-7b-chat-hf,TN,False,False,0,0,116,0.013715332373976707,0.001449502183057685
case_09db988c20f18c46,Llama-3.1-8B-Instruct,TN,False,False,0,0,44,0.0002415264316368848,0.00015054368238700343
case_a5ff0224ff8155a0,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,52,0.00041293862159363925,0.0002087602328034476
case_45cdba0657b3ad2f,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,69,0.004396310541778803,0.0007633895851988885
case_8f8994b99078b606,Llama-2-7b-chat-hf,FP,False,True,0,1,36,0.6976686120033264,0.23471491164915884
case_1f782bbb232626ed,Llama-3.1-8B-Instruct,TN,False,False,0,0,32,0.13914287090301514,0.0438642100780271
case_917c1bef48888742,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,30,0.0007102194358594716,0.00040117273698948944
case_9f3759ee226ed830,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,29,0.02108406461775303,0.004134227883006479
case_7031adcfbe79d9f6,Llama-2-7b-chat-hf,FN,True,False,1,0,51,0.03571643307805061,0.007492584436013382
case_676d68b9874a34d3,Llama-3.1-8B-Instruct,TN,False,False,0,0,22,0.00023241344024427235,0.0001704573670312212
case_1ca6d7fd1fedb91a,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,44,0.08350486308336258,0.013682636348345444
case_26f7e9ac99339c61,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,39,0.00041399060864932835,0.00020983815696896412
case_1247e8cee8b0bcfe,Llama-2-7b-chat-hf,FN,True,False,2,0,107,0.015858380123972893,0.0024509093714399246
case_b50ef8e064b4dcba,Llama-3.1-8B-Instruct,TN,False,False,0,0,34,0.0010736846597865224,0.0002262197432334206
case_be19c343f983b99a,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,23,0.009559507481753826,0.006301105913260709
case_c08b112f43337469,Mistral-7B-Instruct-v0.3,FN,True,False,1,0,26,0.0054832277819514275,0.0034935824223794043
case_36de8e9a9c370725,Llama-2-7b-chat-hf,TN,False,False,0,0,125,0.019614798948168755,0.002072752165899146
case_87920b380b9d8383,Llama-3.1-8B-Instruct,TN,False,False,0,0,38,0.000619447382632643,0.0002911952787575214
case_10ff71d0bba9b7da,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,51,0.015031075105071068,0.0018588712013226148
case_f09bad3621c2dd7a,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,53,0.001978457672521472,0.00041981441279618457
case_0fc049886dbbf7f4,Llama-2-7b-chat-hf,FP,False,True,0,3,50,0.3191664218902588,0.13812252014875412
case_d75f2aa7af7bdd46,Llama-3.1-8B-Instruct,TN,False,False,0,0,31,0.11308702826499939,0.03496012761588058
case_a3854559c9be3d6f,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,32,0.13199281692504883,0.05640261177904904
case_eae657db06a56710,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,33,0.1690600961446762,0.08644561413111108
case_17ba3072e73183a8,Llama-2-7b-chat-hf,FN,True,False,1,0,78,0.021734973415732384,0.003496438849535293
case_8f1e33d842ca74a6,Llama-3.1-8B-Instruct,TN,False,False,0,0,12,0.0019550954457372427,0.0011050321700167842
case_16128e944baa5db8,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,35,0.06244191154837608,0.027875604932861668
case_969aab25f78d72c8,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,87,0.03259991109371185,0.0024652650128031716
case_37da7e87f2bacb01,Llama-2-7b-chat-hf,TN,False,False,0,0,21,0.023891374468803406,0.0039803701053772655
case_6d6cf9ff7eecbcc5,Llama-3.1-8B-Instruct,TN,False,False,0,0,22,0.003980424255132675,0.001972998307213526
case_7b003fef19160fe8,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,23,0.011546051129698753,0.0050819739800594425
case_078c0b9a7840579d,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,36,0.0022156403865665197,0.001020922849420458
case_712d700eb1f5cea6,Llama-2-7b-chat-hf,TN,False,False,0,0,80,0.011490236967802048,0.0023490596995543456
case_be433e9166834b92,Llama-3.1-8B-Instruct,TN,False,False,0,0,20,0.00025906163500621915,0.0002029861439950764
case_6b02961122fe9e34,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,34,0.0002476695808582008,0.00016219822475036113
case_9d68cd7fa02c048b,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,51,0.00032264008768834174,0.000190355825835985
case_d7b8c996fb159c95,Llama-2-7b-chat-hf,FP,False,True,0,2,86,0.912154495716095,0.2732494687228355
case_8acc5e5fba32a273,Llama-3.1-8B-Instruct,TN,False,False,0,0,40,0.0016349483048543334,0.00035226355030317793
case_4b8e56de60cb5055,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,37,0.001976469997316599,0.0004374748154864269
case_69d52cf4ef24aa04,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,40,0.0019559478387236595,0.0005825380889291409
case_3193a8213f3242bd,Llama-2-7b-chat-hf,TP,True,True,1,2,90,0.3980269730091095,0.06572030656712337
case_db67f3366c93f0e9,Llama-3.1-8B-Instruct,TN,False,False,0,0,103,0.0028398633003234863,0.0004391193184187835
case_3c16d635665d51e7,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,27,0.07683254033327103,0.02388923918759381
case_db418080ae053d9c,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,41,0.00043188195559196174,0.0001893641935411568
case_679465a0d497e760,Llama-2-7b-chat-hf,TN,False,False,0,0,54,0.0030784064438194036,0.0014099531615135708
case_56eb924ff5fccff8,Llama-3.1-8B-Instruct,TN,False,False,0,0,16,0.0011032314505428076,0.0007955163928272668
case_1e454378302f99ae,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,27,0.0018739891238510609,0.0011573920060914975
case_1d3ba0730523733c,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,27,0.0017614084063097835,0.0010849447614789285
case_b80d9f4ff852d1da,Llama-2-7b-chat-hf,FP,False,True,0,1,80,0.9530232548713684,0.1792896476923488
case_b101c6eb825167bb,Llama-3.1-8B-Instruct,TN,False,False,0,0,27,0.0004872847639489919,0.00028111514688202143
case_a834f65cbf4e24d1,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,27,0.13397714495658875,0.02449753122669386
case_b2f036a1b41a94c6,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,42,0.00027123242034576833,0.00016355316429759288
case_13a8b64d033a4435,Llama-2-7b-chat-hf,TN,False,False,0,0,65,0.06878965348005295,0.007811522752476426
case_903453d9f70acc9e,Llama-3.1-8B-Instruct,TN,False,False,0,0,20,0.0015050030779093504,0.0010142978222575038
case_2db26ea02c728d66,Mistral-7B-Instruct-v0.1,FP,False,True,0,7,159,0.9048110246658325,0.17164533790610964
case_d5eb9c4fecbf0cf1,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,30,0.002064054599031806,0.001517322170548141
case_52f549a5175e57b7,Llama-2-7b-chat-hf,FP,False,True,0,3,94,0.885701596736908,0.2720235634305356
case_dd98b5fe30c47156,Llama-3.1-8B-Instruct,TN,False,False,0,0,24,0.0006449717911891639,0.0003455815616083176
case_6f642aef140fe4e1,Mistral-7B-Instruct-v0.1,TP,True,True,1,4,104,0.7683969736099243,0.34693499847960013
case_12271ff8df96e956,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,56,0.0020153967197984457,0.00039663152438151883
case_7573b1bdd6eed79e,Llama-2-7b-chat-hf,TN,False,False,0,0,26,0.03456403687596321,0.010967646170264253
case_b28598cf4cb3bd54,Llama-3.1-8B-Instruct,TN,False,False,0,0,18,0.0466405414044857,0.014530168018407293
case_bf0321a0f459a64b,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,18,0.04664035141468048,0.014530127893926369
case_45950494230aa946,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,18,0.04664062708616257,0.014530158006689615
case_bec2b24a46ca393f,Llama-2-7b-chat-hf,FN,True,False,1,0,26,0.1112043559551239,0.04518017821157208
case_9e12a180948d0ecc,Llama-3.1-8B-Instruct,TN,False,False,0,0,44,0.0012860199203714728,0.0004185771702561231
case_b0da447dc5b2e53c,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,20,0.0003032467793673277,0.0001867030885478016
case_91d06c529c4dbab0,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,47,0.0003499164595268667,0.00021074587470564516
case_3dfbdff3fa00e44a,Llama-2-7b-chat-hf,TN,False,False,0,0,62,0.048811864107847214,0.007954927938689868
case_32f53235e9f8d6aa,Llama-3.1-8B-Instruct,TN,False,False,0,0,32,0.002735281828790903,0.0013077711992082186
case_177b10c87f840c19,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,51,0.004939454607665539,0.0012739834377962147
case_280ef74ab3565f5e,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,35,0.023086151108145714,0.005706374879394259
case_d36af3e91e3a50b4,Llama-2-7b-chat-hf,FP,False,True,0,2,148,0.31649336218833923,0.022282896418629034
case_46fc1893087b210c,Llama-3.1-8B-Instruct,TN,False,False,0,0,107,0.2261641025543213,0.02205767761963522
case_5952c3fedda953ec,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,73,0.04572693258523941,0.009071044703189615
case_3c3a4da92e06e873,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,86,0.0009126941440626979,0.0002746986479736691
case_ea17528a84b5114c,Llama-2-7b-chat-hf,TN,False,False,0,0,21,0.008160500787198544,0.0025850155257752965
case_7e979c0afe17062f,Llama-3.1-8B-Instruct,TN,False,False,0,0,12,0.007736811880022287,0.0035484181523012617
case_f70b5f3f6a9ad376,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,12,0.0017160795396193862,0.0008822144930794215
case_d0e9fcb88b82ff97,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,12,0.0057223085314035416,0.0029021272396979234
case_072b215c2c35b411,Llama-2-7b-chat-hf,FN,True,False,1,0,32,0.04229522496461868,0.021585668218904175
case_1e3419cbdaf5d077,Llama-3.1-8B-Instruct,TN,False,False,0,0,78,0.0005776701145805418,0.00023342802813157247
case_881f18a03afb6ead,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,18,0.04541424661874771,0.023006960853106447
case_8023c77fbf1bae74,Mistral-7B-Instruct-v0.3,TP,True,True,1,1,67,0.49126604199409485,0.05422266580619669
case_729819fd89247276,Llama-2-7b-chat-hf,TN,False,False,0,0,54,0.0021649727132171392,0.001520803620762847
case_2df50a838f52a820,Llama-3.1-8B-Instruct,TN,False,False,0,0,60,0.0027710271533578634,0.001451565408691143
case_419ab06f0185c663,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,64,0.00038043176755309105,0.00015616466271239915
case_215b0051bdd275b0,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,111,0.005055321380496025,0.0010267480382452475
case_89340db3ea03a4ca,Llama-2-7b-chat-hf,TP,True,True,1,3,91,0.9986642599105835,0.5713518159259315
case_21a42de42d89a715,Llama-3.1-8B-Instruct,TN,False,False,0,0,66,0.00028873246628791094,0.00015922449143324752
case_7823d1d66dfaa5af,Mistral-7B-Instruct-v0.1,TP,True,True,1,3,59,0.6075960397720337,0.0825499703168427
case_f93ce58831cc67c2,Mistral-7B-Instruct-v0.3,TP,True,True,1,3,98,0.9930752515792847,0.20239166304830233
case_f88bcd8c0293da70,Llama-2-7b-chat-hf,FN,True,False,1,0,117,0.00775238499045372,0.002606404000499214
case_6b1a93422307cc71,Llama-3.1-8B-Instruct,TN,False,False,0,0,28,0.007511438336223364,0.0018906288210668468
case_1950ac15eee3dfa1,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,21,0.0010473366128280759,0.0006083918131133985
case_98a046e6a0df01dc,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,23,0.0007935083121992648,0.0005234598495956997
case_b4bf49ceeb522049,Llama-2-7b-chat-hf,FP,False,True,0,1,87,0.9076122641563416,0.2731730514701092
case_3c1d8222a341eac4,Llama-3.1-8B-Instruct,TN,False,False,0,0,25,0.00022808047651778907,0.00018139515683287754
case_6746e2f7d560d317,Mistral-7B-Instruct-v0.1,TP,True,True,1,1,33,0.9623753428459167,0.39045991881919856
case_3d0d6d8c566d0114,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,53,0.06307879835367203,0.010041468597471907
case_4a2e296b9b7881d3,Llama-2-7b-chat-hf,TP,True,True,1,3,88,0.882905125617981,0.37209179139939474
case_e6134bd0b7f4b5aa,Llama-3.1-8B-Instruct,FP,False,True,0,1,34,0.39086440205574036,0.07576596901259001
case_ba359eb8b913d739,Mistral-7B-Instruct-v0.1,FP,False,True,0,1,22,0.6035601496696472,0.23492906987667084
case_0d94ed1764cc9369,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,24,0.12504202127456665,0.05950146401301026
case_bceddced810c2ce6,Llama-2-7b-chat-hf,FN,True,False,2,0,64,0.0960594117641449,0.02826808064673969
case_008c0d4be5d25166,Llama-3.1-8B-Instruct,TN,False,False,0,0,68,0.033034615218639374,0.012583311823511715
case_ef46f33992abfc97,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,51,0.046531978994607925,0.013203244181532486
case_364487c6e9b3bdfe,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,64,0.022127585485577583,0.003754579975066008
case_d51b4a4e0d3c161a,Llama-2-7b-chat-hf,TP,True,True,1,3,100,0.9912744164466858,0.7638193414360285
case_947f4eb95307c163,Llama-3.1-8B-Instruct,TN,False,False,0,0,41,0.23644129931926727,0.06029491014665038
case_0b78457dbe57a9b7,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,55,0.08400014042854309,0.024673533769832418
case_c7495a1b63876962,Mistral-7B-Instruct-v0.3,FP,False,True,0,1,52,0.8669875860214233,0.23083633499202103
case_3f69ec1707a66b5a,Llama-2-7b-chat-hf,TP,True,True,1,2,104,0.46999529004096985,0.06689566230544677
case_6f922afaa1b5f265,Llama-3.1-8B-Instruct,TN,False,False,0,0,58,0.004408723209053278,0.0006929133880225107
case_0b021b6f5893e0a6,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,66,0.0005628456128761172,0.0001935798684302647
case_25dbf29bfb74513c,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,64,0.0005999208078719676,0.00021404179153705627
case_1b35fc68c24bec1a,Llama-2-7b-chat-hf,TN,False,False,0,0,23,0.011291619390249252,0.0035273031250614185
case_9c7ba738a2e2e494,Llama-3.1-8B-Instruct,TP,True,True,1,3,81,0.9947788715362549,0.3678314765501354
case_39c4920b5a72e14c,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,15,0.006967611610889435,0.002775753918103874
case_9af016704b01c690,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,17,0.013778247870504856,0.005279670181848547
case_a50faa0aa6618165,Llama-2-7b-chat-hf,FN,True,False,1,0,22,0.007260663900524378,0.0035937293961813502
case_9bd4433e0a873986,Llama-3.1-8B-Instruct,TN,False,False,0,0,24,0.00029454033938236535,0.0001653369351212556
case_f467b8a3d2a92ca5,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,15,0.005323111545294523,0.002368389054511984
case_222787b2061f62e0,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,56,0.0018318832153454423,0.0008351974221503562
case_83c1a1c77641aacd,Llama-2-7b-chat-hf,TN,False,False,0,0,64,0.001743264147080481,0.000528001488873997
case_875a224f6b717d7d,Llama-3.1-8B-Instruct,TN,False,False,0,0,57,0.004391638096421957,0.0010709700199138176
case_ff2bec1d50f3282b,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,50,0.021600009873509407,0.0036577516770921648
case_13d811a74891f8d2,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,34,0.0009604548686183989,0.0002552137422539732
case_ffde79ca9b5736a4,Llama-2-7b-chat-hf,FP,False,True,0,1,111,0.7399636507034302,0.07054084571322787
case_aa820848fc7196c4,Llama-3.1-8B-Instruct,TN,False,False,0,0,48,0.0009526027133688331,0.00038759237456057843
case_096da9ea3d4e5cac,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,49,0.0007270555361174047,0.0002219298764188983
case_28630d5408345be8,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,49,0.020386403426527977,0.006718306022943283
case_5718b091c7e9967d,Llama-2-7b-chat-hf,TP,True,True,1,1,96,0.4968441128730774,0.08614903970737942
case_e0f39380f750a682,Llama-3.1-8B-Instruct,TN,False,False,0,0,77,0.014035152271389961,0.0032184699220679605
case_9b64cb884636cd6d,Mistral-7B-Instruct-v0.1,FN,True,False,1,0,31,0.003911021165549755,0.0025242000870827224
case_0ef1f25e56fca5cd,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,54,0.07350213825702667,0.010863451094202767
case_a1f5333bc00bf65b,Llama-2-7b-chat-hf,FN,True,False,1,0,40,0.007755294442176819,0.0038627438538242132
case_9541f5ba27ff17aa,Llama-3.1-8B-Instruct,TN,False,False,0,0,37,0.0002503325813449919,0.00015205867837082493
case_3c23123790c4a02e,Mistral-7B-Instruct-v0.1,TP,True,True,1,2,41,0.9969329833984375,0.48275019273888775
case_c1c2f218b3333c3d,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,56,0.0008262993069365621,0.00032334107735161003
case_83ec3e206c5b83ea,Llama-2-7b-chat-hf,TN,False,False,0,0,28,0.0012926572235301137,0.0005400548689067364
case_58fd6ae98ec81d80,Llama-3.1-8B-Instruct,FP,False,True,0,3,87,0.9905378818511963,0.6269198110482345
case_c3d6c05d94e295db,Mistral-7B-Instruct-v0.1,FP,False,True,0,4,101,0.860369861125946,0.2067382199791177
case_50b3dd55276e4372,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,89,0.28700074553489685,0.03897461127175876
case_2e81b248d858ca9b,Llama-2-7b-chat-hf,TP,True,True,3,1,158,0.9988419413566589,0.5725654927680554
case_359f025572cd1f7a,Llama-3.1-8B-Instruct,TN,False,False,0,0,19,0.00021431175991892815,0.00017157019465230405
case_2c65a91b9384f029,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,46,0.03309819847345352,0.004761880374407274
case_018b0fd4b07b8b11,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,71,0.016910487785935402,0.002173339512730411
case_750d40126f9f5ce9,Llama-2-7b-chat-hf,TN,False,False,0,0,25,0.002485736273229122,0.0015863272827118635
case_2720fd73cdc201db,Llama-3.1-8B-Instruct,TN,False,False,0,0,16,0.0009002999868243933,0.0007024898914096411
case_3eeeb3d49adf8db4,Mistral-7B-Instruct-v0.1,TN,False,False,0,0,16,0.0009002896840684116,0.0007024879632808734
case_1d3bc5babafe55ea,Mistral-7B-Instruct-v0.3,TN,False,False,0,0,21,0.0018074301769956946,0.0008593530150219088
case_c509a0f72c1812ec,Llama-2-7b-chat-hf,FP,False,True,0,4,83,0.705420732498169,0.1319720320254901
case_34ec131ccc9ffb96,Llama-3.1-8B-Instruct,TN,False,False,0,0,24,0.0002656856086105108,0.0001544905720341679
case_a923723d9759b4be,Mistral-7B-Instruct-v0.1,TP,True,True,1,3,132,0.5899401903152466,0.14519982516834384
