question_id,expanded_sample_id,source_model,source_split,source_row_index,partition,n_claims,n_hallucinations,gold_faithful,answer_length,n_chunks
1437,case_5d05c632279bdc2f,Mistral-7B-Instruct-v0.3,test,551,dev,3,0,True,756,4
1634,case_19defe5a516dcc51,Llama-2-7b-chat-hf,test,552,train,1,1,False,273,5
1634,case_4ded0e041adba634,Mistral-7B-Instruct-v0.3,test,552,train,1,0,True,197,5
1634,case_12570c406369cde4,Llama-2-7b-chat-hf,test,553,train,1,0,True,285,5
1634,case_1d1392dd56da7aa8,Mistral-7B-Instruct-v0.3,test,553,train,1,0,True,277,5
166,case_082b569912b2ac1d,Llama-2-7b-chat-hf,test,554,dev,1,0,True,309,1
166,case_085ffb59991aeb98,Mistral-7B-Instruct-v0.3,test,554,dev,1,0,True,137,1
166,case_d7e107d8c5a12a4a,Llama-2-7b-chat-hf,test,555,dev,1,3,False,556,1
166,case_8bf45134066ae88c,Mistral-7B-Instruct-v0.3,test,555,dev,1,0,True,578,1
1045,case_a905df69959c26b6,Llama-2-7b-chat-hf,test,556,train,2,0,True,212,3
1045,case_a2290e9bd375f12d,Mistral-7B-Instruct-v0.3,test,556,train,1,0,True,134,3
1045,case_70734aa4dab25aa4,Llama-2-7b-chat-hf,test,557,train,2,1,False,204,3
1045,case_52b1ddfb220d9d8c,Mistral-7B-Instruct-v0.3,test,557,train,1,0,True,128,3
2229,case_abf12fdd2fd2e3fe,Llama-2-7b-chat-hf,test,558,dev,1,1,False,474,4
2229,case_b3ae7f1117ff1fd4,Mistral-7B-Instruct-v0.3,test,558,dev,2,2,False,585,4
2229,case_81a25fa90ae970e3,Llama-2-7b-chat-hf,test,559,dev,5,2,False,1400,4
2229,case_872df2a0c0e4199e,Mistral-7B-Instruct-v0.3,test,559,dev,2,0,True,541,4
1728,case_722d300d183ae515,Llama-2-7b-chat-hf,test,560,train,2,2,False,450,5
1728,case_39390825a54793af,Mistral-7B-Instruct-v0.3,test,560,train,1,0,True,135,5
1728,case_e3c719b720c33eac,Llama-2-7b-chat-hf,test,561,train,1,0,True,439,5
1728,case_f5c610198dc7c3c3,Mistral-7B-Instruct-v0.3,test,561,train,1,0,True,207,5
1313,case_c175f0f0f783d5ba,Llama-2-7b-chat-hf,test,562,train,1,1,False,1107,4
1313,case_160c36ef6002319c,Mistral-7B-Instruct-v0.3,test,562,train,1,2,False,528,4
1313,case_a6ade71f7c2224e7,Llama-2-7b-chat-hf,test,563,train,1,2,False,898,4
1313,case_5decdc42e385f65d,Mistral-7B-Instruct-v0.3,test,563,train,1,1,False,477,4
1018,case_5bef68ac8058e731,Llama-2-7b-chat-hf,test,564,train,1,0,True,423,3
1018,case_d489dbc766bfce68,Mistral-7B-Instruct-v0.3,test,564,train,1,0,True,82,3
1018,case_d1697e747b2c2f9b,Llama-2-7b-chat-hf,test,565,train,4,3,False,746,3
1018,case_0fec72070235b369,Mistral-7B-Instruct-v0.3,test,565,train,1,1,False,165,3
631,case_27aa9a8d108b165a,Llama-2-7b-chat-hf,test,566,train,2,0,True,533,2
631,case_af6e345311698b2e,Mistral-7B-Instruct-v0.3,test,566,train,1,0,True,94,2
631,case_a938a05aaccb312d,Llama-2-7b-chat-hf,test,567,train,4,1,False,828,2
631,case_21f08b76bb486aac,Mistral-7B-Instruct-v0.3,test,567,train,1,1,False,413,2
299,case_64cff1500119f592,Llama-2-7b-chat-hf,test,568,train,5,5,False,1278,2
299,case_2d7e6c44208b8328,Mistral-7B-Instruct-v0.3,test,568,train,1,0,True,167,2
299,case_ef03cfc00e50a525,Llama-2-7b-chat-hf,test,569,train,2,2,False,933,2
299,case_a14b331ebfe8bb32,Mistral-7B-Instruct-v0.3,test,569,train,1,1,False,296,2
992,case_78ff765c286986f8,Llama-2-7b-chat-hf,test,570,dev,1,0,True,322,2
992,case_f78dc980086e4d40,Mistral-7B-Instruct-v0.3,test,570,dev,1,0,True,207,2
992,case_707f6e7622d72c69,Llama-2-7b-chat-hf,test,571,dev,1,0,True,446,2
992,case_70ad742209260881,Mistral-7B-Instruct-v0.3,test,571,dev,1,0,True,218,2
1559,case_fb18c49b194410b3,Llama-2-7b-chat-hf,test,572,train,2,0,True,439,3
1559,case_4472dbea6a7f4630,Mistral-7B-Instruct-v0.3,test,572,train,1,0,True,139,3
1559,case_46023816c1dddb76,Llama-2-7b-chat-hf,test,573,train,2,0,True,594,3
1559,case_3ecefea5e76b2799,Mistral-7B-Instruct-v0.3,test,573,train,2,0,True,346,3
204,case_0ba9353095a3ac9f,Llama-2-7b-chat-hf,test,574,train,2,0,True,169,4
204,case_c06e86cdf3d95409,Mistral-7B-Instruct-v0.3,test,574,train,1,0,True,213,4
204,case_315998ccbfa11fe9,Llama-2-7b-chat-hf,test,575,train,2,1,False,280,4
204,case_ad788066cbd7c55e,Mistral-7B-Instruct-v0.3,test,575,train,1,0,True,300,4
1308,case_f489098a18e3a417,Llama-2-7b-chat-hf,test,576,train,7,8,False,1546,2
1308,case_3ecc4b74b0188d20,Mistral-7B-Instruct-v0.3,test,576,train,1,0,True,257,2
1308,case_d4a6ff9ba176657c,Llama-2-7b-chat-hf,test,577,train,2,5,False,1058,2
1308,case_4ffbdafb45702907,Mistral-7B-Instruct-v0.3,test,577,train,2,0,True,601,2
2292,case_a700e2b716b39f4d,Llama-2-7b-chat-hf,test,578,train,1,0,True,136,5
2292,case_72cffd33f75d89cb,Mistral-7B-Instruct-v0.3,test,578,train,1,0,True,142,5
2292,case_364a072ddd63d263,Llama-2-7b-chat-hf,test,579,train,5,0,True,1008,5
2292,case_cc942c594c86ee1f,Mistral-7B-Instruct-v0.3,test,579,train,1,0,True,215,5
1994,case_8cc49f6356840041,Llama-2-7b-chat-hf,test,580,train,2,0,True,232,1
1994,case_d67c1068d48d41f9,Mistral-7B-Instruct-v0.3,test,580,train,1,0,True,166,1
1994,case_9c295c7a2c6e207f,Llama-2-7b-chat-hf,test,581,train,2,0,True,336,1
1994,case_59103933a4f49a02,Mistral-7B-Instruct-v0.3,test,581,train,2,0,True,311,1
51,case_f733c3e9b8130944,Llama-2-7b-chat-hf,test,582,train,2,2,False,255,5
51,case_3836c41ceb50f6b3,Mistral-7B-Instruct-v0.3,test,582,train,1,0,True,103,5
51,case_d53f503ec53cbc78,Llama-2-7b-chat-hf,test,583,train,1,1,False,400,5
51,case_3509392cb6013946,Mistral-7B-Instruct-v0.3,test,583,train,1,0,True,130,5
1097,case_592f534fb0403f4a,Llama-2-7b-chat-hf,test,584,train,2,0,True,453,4
1097,case_ec81e6c2934a1172,Mistral-7B-Instruct-v0.3,test,584,train,1,0,True,98,4
1097,case_c318ec4e3e5160e2,Llama-2-7b-chat-hf,test,585,train,1,1,False,404,4
1097,case_0edb8631e2a9a9e6,Mistral-7B-Instruct-v0.3,test,585,train,1,1,False,191,4
238,case_61d0510ea3f46f35,Llama-2-7b-chat-hf,test,586,train,1,0,True,331,1
238,case_1b1eafd72455bf07,Mistral-7B-Instruct-v0.3,test,586,train,1,0,True,313,1
238,case_0c46259e0f8e18f0,Llama-2-7b-chat-hf,test,587,train,1,1,False,293,1
238,case_47b2384a05d5a920,Mistral-7B-Instruct-v0.3,test,587,train,1,0,True,369,1
1659,case_5aa2b511855475cf,Llama-2-7b-chat-hf,test,588,train,1,0,True,162,3
1659,case_cb9ed321229a66ad,Mistral-7B-Instruct-v0.3,test,588,train,1,0,True,128,3
1659,case_0cd76d2b9254ac98,Llama-2-7b-chat-hf,test,589,train,2,0,True,498,3
1659,case_0ad58561628b2d18,Mistral-7B-Instruct-v0.3,test,589,train,1,0,True,191,3
846,case_3474bb2da678f4b7,Llama-2-7b-chat-hf,test,590,train,1,0,True,141,3
846,case_a5451daaf72d9f24,Mistral-7B-Instruct-v0.3,test,590,train,1,0,True,215,3
846,case_dc9f3815dc88386c,Llama-2-7b-chat-hf,test,591,train,1,1,False,159,3
846,case_83b8180fc393bb54,Mistral-7B-Instruct-v0.3,test,591,train,1,0,True,333,3
541,case_dc4cd19aa3c77e6f,Llama-2-7b-chat-hf,test,592,train,1,2,False,349,3
541,case_b15e97f9add15267,Mistral-7B-Instruct-v0.3,test,592,train,1,1,False,119,3
541,case_b94e11417a123d22,Llama-2-7b-chat-hf,test,593,train,1,0,True,412,3
541,case_495888134421079a,Mistral-7B-Instruct-v0.3,test,593,train,1,0,True,252,3
2106,case_764b73b472dfcd14,Llama-2-7b-chat-hf,test,594,train,1,0,True,141,4
2106,case_2d9903e1a5bba42a,Mistral-7B-Instruct-v0.3,test,594,train,1,0,True,162,4
2106,case_5a1b26ddfac2a999,Llama-2-7b-chat-hf,test,595,train,1,1,False,129,4
2106,case_1b8da8e6faf83e06,Mistral-7B-Instruct-v0.3,test,595,train,1,0,True,121,4
290,case_cf4e6009e06bebd7,Llama-2-7b-chat-hf,test,596,train,2,1,False,343,1
290,case_72eb7e9d7c44f586,Mistral-7B-Instruct-v0.3,test,596,train,1,0,True,118,1
290,case_b3885de0094f8db8,Llama-2-7b-chat-hf,test,597,train,1,1,False,375,1
290,case_ace1435fad544a0a,Mistral-7B-Instruct-v0.3,test,597,train,1,0,True,148,1
2171,case_44e84498b15ddf40,Llama-2-7b-chat-hf,test,598,train,4,0,True,410,5
2171,case_a83ac1752624a302,Mistral-7B-Instruct-v0.3,test,598,train,2,0,True,219,5
2171,case_095be23da8988184,Llama-2-7b-chat-hf,test,599,train,3,2,False,555,5
2171,case_7a09bc5f87e51ddd,Mistral-7B-Instruct-v0.3,test,599,train,1,0,True,142,5
964,case_a72aa96b96915c02,Llama-2-7b-chat-hf,test,600,train,1,0,True,165,1
964,case_5bf983dbb6172401,Mistral-7B-Instruct-v0.3,test,600,train,1,0,True,138,1
964,case_b60cc206caf226f0,Llama-2-7b-chat-hf,test,601,train,1,1,False,378,1
964,case_5b2ed145eec893e4,Mistral-7B-Instruct-v0.3,test,601,train,1,1,False,343,1
1318,case_4e3f419750e76495,Llama-2-7b-chat-hf,test,602,train,2,0,True,433,3
1318,case_7e497ce79c417e4f,Mistral-7B-Instruct-v0.3,test,602,train,1,0,True,212,3
1318,case_afb34e5f2ccddff3,Llama-2-7b-chat-hf,test,603,train,4,1,False,787,3
1318,case_266d4763ced0b0da,Mistral-7B-Instruct-v0.3,test,603,train,2,0,True,346,3
807,case_8a0e2584d80a6799,Llama-2-7b-chat-hf,test,604,train,2,0,True,308,4
807,case_787688a7929cddda,Mistral-7B-Instruct-v0.3,test,604,train,1,0,True,102,4
807,case_f918204a28f3f383,Llama-2-7b-chat-hf,test,605,train,4,0,True,409,4
807,case_8daead0f8e14f16e,Mistral-7B-Instruct-v0.3,test,605,train,1,1,False,97,4
546,case_81fb1329becceacf,Llama-2-7b-chat-hf,test,606,train,1,1,False,569,5
546,case_41493cbafbd9a4c2,Mistral-7B-Instruct-v0.3,test,606,train,2,0,True,445,5
546,case_9bce7f8ce1fa3dea,Llama-2-7b-chat-hf,test,607,train,3,1,False,718,5
546,case_13aa3af8f6781026,Mistral-7B-Instruct-v0.3,test,607,train,1,0,True,343,5
2251,case_2f0bf78596eac193,Llama-2-7b-chat-hf,test,608,train,2,0,True,186,5
2251,case_e26f736ce791daec,Mistral-7B-Instruct-v0.3,test,608,train,1,0,True,200,5
2251,case_2b118da3f1b90936,Llama-2-7b-chat-hf,test,609,train,2,1,False,132,5
2251,case_abb25be12205945a,Mistral-7B-Instruct-v0.3,test,609,train,1,0,True,310,5
1196,case_3e35b45858d57bf6,Llama-2-7b-chat-hf,test,610,train,2,0,True,160,4
1196,case_428b559962eb8117,Mistral-7B-Instruct-v0.3,test,610,train,1,0,True,94,4
1196,case_a6c6f0f77a93005c,Llama-2-7b-chat-hf,test,611,train,2,0,True,398,4
1196,case_252658d5f6339042,Mistral-7B-Instruct-v0.3,test,611,train,1,1,False,189,4
1269,case_071239fd7f840488,Llama-2-7b-chat-hf,test,612,train,2,1,False,355,2
1269,case_f34bc748bc2b6f66,Mistral-7B-Instruct-v0.3,test,612,train,1,0,True,126,2
1269,case_daf6edec9d61c51a,Llama-2-7b-chat-hf,test,613,train,2,2,False,586,2
1269,case_42048172c6850aa6,Mistral-7B-Instruct-v0.3,test,613,train,1,0,True,188,2
1456,case_e1188c7952cb75f8,Llama-2-7b-chat-hf,test,614,train,3,0,True,205,1
1456,case_fe0f35f9100dfe38,Mistral-7B-Instruct-v0.3,test,614,train,1,0,True,77,1
1456,case_87c4f697bdc550da,Llama-2-7b-chat-hf,test,615,train,2,1,False,141,1
1456,case_735728c8945a7bce,Mistral-7B-Instruct-v0.3,test,615,train,1,0,True,236,1
737,case_b44fd2e01eeebe37,Llama-2-7b-chat-hf,test,616,train,2,1,False,629,1
737,case_69edfa4346e12ac8,Mistral-7B-Instruct-v0.3,test,616,train,2,1,False,455,1
873,case_905b0619d26b91df,Llama-2-7b-chat-hf,test,617,train,2,0,True,339,3
873,case_64fc341b42104570,Mistral-7B-Instruct-v0.3,test,617,train,1,0,True,111,3
873,case_eea2afed639eebd3,Llama-2-7b-chat-hf,test,618,train,1,1,False,146,3
873,case_2889f93137c19609,Mistral-7B-Instruct-v0.3,test,618,train,2,0,True,274,3
804,case_e4b35b028a9ba8a0,Llama-2-7b-chat-hf,test,619,train,1,1,False,676,1
804,case_1154edcb69c879bd,Mistral-7B-Instruct-v0.3,test,619,train,1,1,False,212,1
804,case_63efd6d6f2a2385f,Llama-2-7b-chat-hf,test,620,train,2,0,True,666,1
804,case_1c261c7cf096b78f,Mistral-7B-Instruct-v0.3,test,620,train,2,0,True,284,1
197,case_f43c27cfb0e7a08e,Llama-2-7b-chat-hf,test,621,train,2,1,False,484,4
197,case_17eec79a543bdf39,Mistral-7B-Instruct-v0.3,test,621,train,2,1,False,582,4
197,case_ce856a100d9e8d7f,Llama-2-7b-chat-hf,test,622,train,6,3,False,2126,4
197,case_f8a09f7cf787efeb,Mistral-7B-Instruct-v0.3,test,622,train,1,0,True,428,4
430,case_21feacad0a15be18,Llama-2-7b-chat-hf,test,623,train,1,0,True,122,2
430,case_d66a8cd761d844cf,Mistral-7B-Instruct-v0.3,test,623,train,1,0,True,60,2
430,case_5f8c768a71829741,Llama-2-7b-chat-hf,test,624,train,1,0,True,349,2
430,case_067bba8f242ff88d,Mistral-7B-Instruct-v0.3,test,624,train,1,0,True,231,2
297,case_17cc62e4aa6b3add,Llama-2-7b-chat-hf,test,625,train,1,0,True,484,3
297,case_339d9c1c5900dd2e,Mistral-7B-Instruct-v0.3,test,625,train,1,0,True,93,3
297,case_70c617a423151fb0,Llama-2-7b-chat-hf,test,626,train,1,1,False,432,3
297,case_c3d0d79813540a6d,Mistral-7B-Instruct-v0.3,test,626,train,1,0,True,204,3
1897,case_8d7d83283f49338c,Llama-2-7b-chat-hf,test,627,train,1,0,True,134,4
1897,case_b7908da566d40f8d,Mistral-7B-Instruct-v0.3,test,627,train,1,0,True,52,4
1897,case_1de4a4d1b827358d,Llama-2-7b-chat-hf,test,628,train,1,1,False,94,4
1897,case_02328f551b4f91a2,Mistral-7B-Instruct-v0.3,test,628,train,1,0,True,47,4
1470,case_040fe6480bbdf47d,Llama-2-7b-chat-hf,test,629,train,2,2,False,345,1
1470,case_ef11cffdeac59aec,Mistral-7B-Instruct-v0.3,test,629,train,1,0,True,195,1
1470,case_bb9bf1b2efcc79f7,Llama-2-7b-chat-hf,test,630,train,1,0,True,339,1
1470,case_554b97bd3619d9c3,Mistral-7B-Instruct-v0.3,test,630,train,1,0,True,180,1
1112,case_bd2ef54cae6288eb,Llama-2-7b-chat-hf,test,631,train,2,0,True,144,3
1112,case_bc1c749732213060,Mistral-7B-Instruct-v0.3,test,631,train,1,0,True,72,3
1112,case_e6d555cfcb4e7f5f,Llama-2-7b-chat-hf,test,632,train,2,0,True,130,3
1112,case_59bcb958a79e487c,Mistral-7B-Instruct-v0.3,test,632,train,1,0,True,72,3
1961,case_9efb96c590bd0073,Llama-2-7b-chat-hf,test,633,train,1,0,True,235,2
1961,case_0a7d01a75ccf65b5,Mistral-7B-Instruct-v0.3,test,633,train,1,0,True,83,2
1961,case_f47b4d0f0b6b3e93,Llama-2-7b-chat-hf,test,634,train,1,1,False,171,2
1961,case_45444df68db1acb8,Mistral-7B-Instruct-v0.3,test,634,train,1,0,True,240,2
1071,case_a831dbf838d1d5c9,Llama-2-7b-chat-hf,test,635,train,1,0,True,190,3
1071,case_16adbb989a2cdf75,Mistral-7B-Instruct-v0.3,test,635,train,2,0,True,288,3
1071,case_3f55053dda97d7b9,Llama-2-7b-chat-hf,test,636,train,2,0,True,486,3
1071,case_88f54e35fcddf6c5,Mistral-7B-Instruct-v0.3,test,636,train,1,0,True,360,3
2157,case_8ce8115eaf54a9b9,Llama-2-7b-chat-hf,test,637,train,1,0,True,89,2
2157,case_138828bac4e8b209,Mistral-7B-Instruct-v0.3,test,637,train,1,0,True,67,2
2157,case_f47a40cbee7e0329,Llama-2-7b-chat-hf,test,638,train,2,2,False,469,2
2157,case_7a49fddc36247867,Mistral-7B-Instruct-v0.3,test,638,train,1,0,True,201,2
531,case_887effad9aba4b30,Llama-2-7b-chat-hf,test,639,train,3,1,False,405,1
531,case_a347df1d20dac361,Mistral-7B-Instruct-v0.3,test,639,train,1,0,True,90,1
531,case_828a77ac4e2e61dc,Llama-2-7b-chat-hf,test,640,train,2,2,False,446,1
531,case_4d78ea9de10c7574,Mistral-7B-Instruct-v0.3,test,640,train,1,0,True,228,1
1320,case_454087942a772279,Llama-2-7b-chat-hf,test,641,train,2,0,True,235,3
1320,case_af1cfc0539dda1f0,Mistral-7B-Instruct-v0.3,test,641,train,2,0,True,134,3
1320,case_d6cf8ed2b3b72b48,Llama-2-7b-chat-hf,test,642,train,2,2,False,343,3
1320,case_2058860a93a7f7b2,Mistral-7B-Instruct-v0.3,test,642,train,1,0,True,324,3
872,case_e65aa5067b972b1f,Llama-2-7b-chat-hf,test,643,dev,1,1,False,647,3
872,case_0f3e499139191383,Mistral-7B-Instruct-v0.3,test,643,dev,1,0,True,252,3
872,case_cccf4afc3c3578ec,Llama-2-7b-chat-hf,test,644,dev,3,1,False,693,3
872,case_a6197ca7a21c8669,Mistral-7B-Instruct-v0.3,test,644,dev,3,1,False,810,3
2087,case_18fdc0aad9dd4624,Llama-2-7b-chat-hf,test,645,train,3,0,True,264,2
2087,case_7444b170ceb02733,Mistral-7B-Instruct-v0.3,test,645,train,2,0,True,171,2
2087,case_85014afed5f7b1d8,Llama-2-7b-chat-hf,test,646,train,2,1,False,386,2
2087,case_47c832861967426e,Mistral-7B-Instruct-v0.3,test,646,train,2,0,True,245,2
1790,case_6f65eeebce219224,Llama-2-7b-chat-hf,test,647,train,3,0,True,382,1
1790,case_05b6f83bb3926135,Mistral-7B-Instruct-v0.3,test,647,train,1,0,True,149,1
1790,case_cbf14e3e40ad62d3,Llama-2-7b-chat-hf,test,648,train,3,0,True,589,1
1790,case_7da86102b8463711,Mistral-7B-Instruct-v0.3,test,648,train,1,0,True,235,1
1066,case_c60842e0f520d770,Llama-2-7b-chat-hf,test,649,dev,2,0,True,246,2
1066,case_841374937d40f2bb,Mistral-7B-Instruct-v0.3,test,649,dev,1,0,True,109,2
1066,case_d3c54eb2932b1dc7,Llama-2-7b-chat-hf,test,650,dev,2,4,False,711,2
1066,case_bbe8795a8206895e,Mistral-7B-Instruct-v0.3,test,650,dev,2,0,True,470,2
1496,case_611359572a018cf8,Llama-2-7b-chat-hf,test,651,train,2,0,True,171,4
1496,case_dab299ae14d0fdf8,Mistral-7B-Instruct-v0.3,test,651,train,1,0,True,120,4
1496,case_51dd7d7fe15c1f9e,Llama-2-7b-chat-hf,test,652,train,3,0,True,362,4
1496,case_2bf56893a818233c,Mistral-7B-Instruct-v0.3,test,652,train,2,1,False,216,4
207,case_bc02996133ad9793,Llama-2-7b-chat-hf,test,653,train,1,0,True,165,2
207,case_32721ebe0b6efd5e,Mistral-7B-Instruct-v0.3,test,653,train,1,0,True,152,2
207,case_cfb3b91c4b331b65,Llama-2-7b-chat-hf,test,654,train,1,1,False,397,2
207,case_63d894205cc04e08,Mistral-7B-Instruct-v0.3,test,654,train,1,0,True,320,2
1479,case_d8c0cb44eeb160dc,Llama-2-7b-chat-hf,test,655,train,2,1,False,825,4
1479,case_0962d30ae783c287,Mistral-7B-Instruct-v0.3,test,655,train,1,0,True,414,4
1479,case_7103293e650c395b,Llama-2-7b-chat-hf,test,656,train,2,0,True,593,4
1479,case_37d406486823d587,Mistral-7B-Instruct-v0.3,test,656,train,1,0,True,643,4
1863,case_71dc8436efd0f010,Llama-2-7b-chat-hf,test,657,dev,1,1,False,289,2
1863,case_3e9522f4e2521e48,Mistral-7B-Instruct-v0.3,test,657,dev,1,0,True,111,2
1863,case_4e58b5b038fac735,Llama-2-7b-chat-hf,test,658,dev,1,0,True,444,2
1863,case_e3bdda84195645c7,Mistral-7B-Instruct-v0.3,test,658,dev,1,0,True,348,2
1874,case_4bc2292e44b2d50c,Llama-2-7b-chat-hf,test,659,train,4,0,True,615,2
1874,case_570a5c8f8e76535b,Mistral-7B-Instruct-v0.3,test,659,train,1,0,True,179,2
1874,case_92669c28eca75551,Llama-2-7b-chat-hf,test,660,train,3,1,False,245,2
1874,case_21fdd6df4a469449,Mistral-7B-Instruct-v0.3,test,660,train,2,1,False,215,2
19,case_fa5669eb6cdd6667,Llama-2-7b-chat-hf,test,661,train,2,1,False,588,2
19,case_2ad70024bbed68ae,Mistral-7B-Instruct-v0.3,test,661,train,3,0,True,369,2
19,case_ff26f7d7450f7608,Llama-2-7b-chat-hf,test,662,train,2,0,True,747,2
19,case_f69b80841b6f57da,Mistral-7B-Instruct-v0.3,test,662,train,2,0,True,424,2
956,case_3f642323bbb0c803,Llama-2-7b-chat-hf,test,663,train,1,0,True,88,1
956,case_81839e067761eeb6,Mistral-7B-Instruct-v0.3,test,663,train,1,0,True,67,1
956,case_4231ea1d90c52c56,Llama-2-7b-chat-hf,test,664,train,1,0,True,359,1
956,case_672ca7f7e6ad5761,Mistral-7B-Instruct-v0.3,test,664,train,1,0,True,93,1
2275,case_cbec778ba6a85972,Llama-2-7b-chat-hf,test,665,train,1,0,True,400,4
2275,case_76e11b38c4cab1c1,Mistral-7B-Instruct-v0.3,test,665,train,1,0,True,478,4
2275,case_976bf48bb249eb15,Llama-2-7b-chat-hf,test,666,train,2,1,False,506,4
2275,case_359a08110575fa72,Mistral-7B-Instruct-v0.3,test,666,train,1,1,False,594,4
611,case_9e8bf97f7331d96c,Llama-2-7b-chat-hf,test,667,train,1,2,False,662,4
611,case_e3f73364b164816f,Mistral-7B-Instruct-v0.3,test,667,train,5,5,False,1209,4
611,case_021c6b8c46f2f51f,Llama-2-7b-chat-hf,test,668,train,5,1,False,1284,4
611,case_740dd2f4de0d6031,Mistral-7B-Instruct-v0.3,test,668,train,3,2,False,804,4
1729,case_53660962f4d6ed41,Llama-2-7b-chat-hf,test,669,train,3,0,True,389,2
1729,case_dee3fceff4d3018a,Mistral-7B-Instruct-v0.3,test,669,train,2,0,True,185,2
1729,case_4f15c37d9025fb41,Llama-2-7b-chat-hf,test,670,train,4,1,False,825,2
1729,case_587963bc7179dcc7,Mistral-7B-Instruct-v0.3,test,670,train,2,0,True,340,2
1737,case_329af200c319e350,Llama-2-7b-chat-hf,test,671,train,1,0,True,553,2
1737,case_a946d91afc1906ee,Mistral-7B-Instruct-v0.3,test,671,train,1,0,True,370,2
1737,case_06d989a00a69813c,Llama-2-7b-chat-hf,test,672,train,1,3,False,601,2
1737,case_27b0d510168843fd,Mistral-7B-Instruct-v0.3,test,672,train,2,1,False,415,2
1922,case_a8b45ad3d40728ff,Llama-2-7b-chat-hf,test,673,train,2,0,True,175,4
1922,case_85275a176cd6195f,Mistral-7B-Instruct-v0.3,test,673,train,1,0,True,332,4
1922,case_c02c64ba45bf1f5c,Llama-2-7b-chat-hf,test,674,train,1,1,False,328,4
1922,case_998d2d336b8bc53c,Mistral-7B-Instruct-v0.3,test,674,train,1,1,False,239,4
1092,case_8980e454fdc5590f,Llama-2-7b-chat-hf,test,675,train,1,0,True,607,2
1092,case_fba08be19a8943cd,Mistral-7B-Instruct-v0.3,test,675,train,1,0,True,567,2
1092,case_950be97d4a066120,Llama-2-7b-chat-hf,test,676,train,4,1,False,1943,2
1092,case_701f1d2110acc020,Mistral-7B-Instruct-v0.3,test,676,train,1,1,False,478,2
1356,case_63e0da01eaef340b,Llama-2-7b-chat-hf,test,677,dev,2,2,False,377,2
1356,case_bfe0634906bb8599,Mistral-7B-Instruct-v0.3,test,677,dev,1,0,True,142,2
1356,case_b099eebb95a120b0,Llama-2-7b-chat-hf,test,678,dev,6,1,False,425,2
1356,case_4b1f74128a72c29c,Mistral-7B-Instruct-v0.3,test,678,dev,1,0,True,256,2
154,case_0a0179eb32467b16,Llama-2-7b-chat-hf,test,679,train,6,4,False,1577,4
154,case_ddc008a1c3c91ef3,Mistral-7B-Instruct-v0.3,test,679,train,2,1,False,524,4
154,case_dbe7665b1798ac07,Llama-2-7b-chat-hf,test,680,train,7,5,False,1132,4
154,case_3668a4fb00c5cb10,Mistral-7B-Instruct-v0.3,test,680,train,4,1,False,922,4
624,case_f0dc45e27b2ea930,Llama-2-7b-chat-hf,test,681,train,1,0,True,307,1
624,case_b2a03351e2ae2fb7,Mistral-7B-Instruct-v0.3,test,681,train,1,0,True,178,1
624,case_b9bae1d56d25b59e,Llama-2-7b-chat-hf,test,682,train,1,2,False,612,1
624,case_4e24f0bfca3c0a85,Mistral-7B-Instruct-v0.3,test,682,train,1,1,False,334,1
1406,case_e70828c5a51ffdd5,Llama-2-7b-chat-hf,test,683,train,1,0,True,180,3
1406,case_1715f84ee70ed6a7,Mistral-7B-Instruct-v0.3,test,683,train,1,0,True,115,3
1406,case_06cac6c87cec79f2,Llama-2-7b-chat-hf,test,684,train,1,1,False,611,3
1406,case_dbaeced3afa92d89,Mistral-7B-Instruct-v0.3,test,684,train,1,1,False,229,3
33,case_9e8bca79f4f17fb2,Llama-2-7b-chat-hf,test,685,train,2,0,True,583,2
33,case_3aef2d9182a4716b,Mistral-7B-Instruct-v0.3,test,685,train,2,0,True,291,2
33,case_cd43d1afd4887213,Llama-2-7b-chat-hf,test,686,train,3,1,False,886,2
33,case_708352cd5f614c1a,Mistral-7B-Instruct-v0.3,test,686,train,3,0,True,482,2
133,case_5d31f705667d6452,Llama-2-7b-chat-hf,test,687,train,1,1,False,580,2
133,case_9dc2625b4106998d,Mistral-7B-Instruct-v0.3,test,687,train,1,1,False,262,2
133,case_1c7f86d5c52c04a7,Llama-2-7b-chat-hf,test,688,train,1,0,True,320,2
133,case_657bf5c23fa20904,Mistral-7B-Instruct-v0.3,test,688,train,1,0,True,254,2
1913,case_21c0b46e5147dac4,Llama-2-7b-chat-hf,test,689,train,1,0,True,395,1
1913,case_5b9fffc85daf7d10,Mistral-7B-Instruct-v0.3,test,689,train,1,0,True,254,1
1913,case_1ca756e2613103e5,Llama-2-7b-chat-hf,test,690,train,2,1,False,670,1
1913,case_7463325d5112e898,Mistral-7B-Instruct-v0.3,test,690,train,1,0,True,331,1
1684,case_682ecf96cd8de998,Llama-2-7b-chat-hf,test,691,train,1,0,True,254,2
1684,case_580951fc855dbf79,Mistral-7B-Instruct-v0.3,test,691,train,1,0,True,84,2
1684,case_d37bde4733583bd5,Llama-2-7b-chat-hf,test,692,train,2,0,True,588,2
1684,case_839276025106306a,Mistral-7B-Instruct-v0.3,test,692,train,1,0,True,268,2
1026,case_a00572e659cdeefa,Llama-2-7b-chat-hf,test,693,train,1,0,True,437,2
1026,case_b8bf3b12a569f071,Mistral-7B-Instruct-v0.3,test,693,train,1,0,True,149,2
2339,case_c669db40d49f15b1,Llama-2-7b-chat-hf,test,694,train,1,1,False,281,5
